item,year,week_of_year,weekly_sales,week_has_holiday,store
14,2017,5,367,0,4
14,2017,6,331,0,4
14,2017,7,371,1,4
14,2017,8,337,1,4
14,2017,9,419,0,4
14,2017,10,404,0,4
14,2017,11,439,0,4
14,2017,12,436,0,4
14,2017,13,418,0,4
14,2017,14,567,0,4
14,2017,15,508,1,4
14,2017,16,463,0,4
14,2017,17,515,0,4
14,2017,18,577,0,4
14,2017,19,542,0,4
14,2017,20,550,0,4
14,2017,21,568,0,4
14,2017,22,601,1,4
14,2017,23,603,0,4
14,2017,24,559,0,4
14,2017,25,591,1,4
14,2017,26,620,0,4
14,2017,27,589,1,4
14,2017,28,645,0,4
14,2017,29,634,0,4
14,2017,30,607,0,4
14,2017,31,553,0,4
14,2017,32,551,0,4
14,2017,33,573,0,4
14,2017,34,561,0,4
14,2017,35,535,1,4
14,2017,36,500,1,4
14,2017,37,513,0,4
14,2017,38,527,0,4
14,2017,39,493,0,4
14,2017,40,468,0,4
14,2017,41,475,1,4
14,2017,42,451,0,4
14,2017,43,471,0,4
14,2017,44,495,0,4
14,2017,45,510,1,4
14,2017,46,514,0,4
14,2017,47,542,1,4
14,2017,48,455,0,4
14,2017,49,396,0,4
14,2017,50,352,0,4
14,2017,51,343,1,4
14,2017,52,435,1,4
15,2013,1,434,1,4
15,2013,2,383,0,4
15,2013,3,344,0,4
15,2013,4,384,1,4
15,2013,5,392,0,4
15,2013,6,425,0,4
15,2013,7,427,1,4
15,2013,8,394,1,4
15,2013,9,458,0,4
15,2013,10,519,0,4
15,2013,11,466,0,4
15,2013,12,473,0,4
15,2013,13,494,1,4
15,2013,14,550,0,4
15,2013,15,558,0,4
15,2013,16,571,0,4
15,2013,17,615,0,4
15,2013,18,617,1,4
15,2013,19,582,0,4
15,2013,20,620,0,4
15,2013,21,643,0,4
15,2013,22,633,1,4
15,2013,23,597,0,4
15,2013,24,669,0,4
15,2013,25,653,1,4
15,2013,26,639,0,4
15,2013,27,682,1,4
15,2013,28,716,0,4
15,2013,29,695,0,4
15,2013,30,656,0,4
15,2013,31,661,0,4
15,2013,32,645,0,4
15,2013,33,630,0,4
15,2013,34,620,0,4
15,2013,35,603,1,4
15,2013,36,562,1,4
15,2013,37,608,0,4
15,2013,38,584,0,4
15,2013,39,545,0,4
15,2013,40,526,0,4
15,2013,41,573,0,4
15,2013,42,517,1,4
15,2013,43,479,0,4
15,2013,44,571,0,4
15,2013,45,524,0,4
15,2013,46,537,1,4
15,2013,47,602,0,4
15,2013,48,523,1,4
15,2013,49,416,0,4
15,2013,50,390,0,4
15,2013,51,424,0,4
15,2013,52,392,1,4
15,2014,1,488,1,4
15,2014,2,405,0,4
15,2014,3,429,0,4
15,2014,4,439,1,4
15,2014,5,440,0,4
15,2014,6,422,0,4
15,2014,7,449,1,4
15,2014,8,471,1,4
15,2014,9,470,0,4
15,2014,10,566,0,4
15,2014,11,569,0,4
15,2014,12,570,0,4
15,2014,13,578,0,4
15,2014,14,639,0,4
15,2014,15,648,0,4
15,2014,16,657,1,4
15,2014,17,614,0,4
15,2014,18,672,0,4
15,2014,19,671,0,4
15,2014,20,740,0,4
15,2014,21,713,0,4
15,2014,22,719,1,4
15,2014,23,669,0,4
15,2014,24,713,0,4
15,2014,25,714,1,4
15,2014,26,745,0,4
15,2014,27,818,1,4
15,2014,28,840,0,4
15,2014,29,809,0,4
15,2014,30,769,0,4
15,2014,31,771,0,4
15,2014,32,714,0,4
15,2014,33,721,0,4
15,2014,34,721,0,4
15,2014,35,696,1,4
15,2014,36,693,1,4
15,2014,37,675,0,4
15,2014,38,635,0,4
15,2014,39,689,0,4
15,2014,40,630,0,4
15,2014,41,600,0,4
15,2014,42,584,1,4
15,2014,43,605,0,4
15,2014,44,625,0,4
15,2014,45,666,0,4
15,2014,46,663,1,4
15,2014,47,623,0,4
15,2014,48,664,1,4
15,2014,49,474,0,4
15,2014,50,441,0,4
15,2014,51,503,0,4
15,2014,52,475,1,4
15,2015,1,262,1,4
15,2015,2,436,0,4
15,2015,3,421,0,4
15,2015,4,445,1,4
15,2015,5,435,0,4
15,2015,6,470,0,4
15,2015,7,498,1,4
15,2015,8,466,1,4
15,2015,9,510,0,4
15,2015,10,594,0,4
15,2015,11,598,0,4
15,2015,12,618,0,4
15,2015,13,612,0,4
15,2015,14,661,1,4
15,2015,15,651,1,4
15,2015,16,703,0,4
15,2015,17,668,0,4
15,2015,18,708,0,4
15,2015,19,720,0,4
15,2015,20,793,0,4
15,2015,21,756,0,4
15,2015,22,719,1,4
15,2015,23,760,0,4
15,2015,24,786,0,4
15,2015,25,712,1,4
15,2015,26,802,0,4
15,2015,27,851,1,4
15,2015,28,853,0,4
15,2015,29,796,0,4
15,2015,30,810,0,4
15,2015,31,795,0,4
15,2015,32,720,0,4
15,2015,33,731,0,4
15,2015,34,655,0,4
15,2015,35,746,0,4
15,2015,36,689,1,4
15,2015,37,701,1,4
15,2015,38,737,0,4
15,2015,39,648,0,4
15,2015,40,655,0,4
15,2015,41,596,0,4
15,2015,42,648,1,4
15,2015,43,657,0,4
15,2015,44,624,0,4
15,2015,45,692,0,4
15,2015,46,689,1,4
15,2015,47,717,0,4
15,2015,48,730,1,4
15,2015,49,485,0,4
15,2015,50,522,0,4
15,2015,51,470,0,4
15,2015,52,537,1,4
15,2015,53,254,1,4
15,2016,1,491,0,4
15,2016,2,441,0,4
15,2016,3,481,1,4
15,2016,4,467,0,4
15,2016,5,504,0,4
15,2016,6,535,1,4
15,2016,7,566,1,4
15,2016,8,552,0,4
15,2016,9,618,0,4
15,2016,10,611,0,4
15,2016,11,624,0,4
15,2016,12,704,1,4
15,2016,13,678,0,4
15,2016,14,736,0,4
15,2016,15,776,0,4
15,2016,16,719,0,4
15,2016,17,702,1,4
15,2016,18,772,0,4
15,2016,19,811,0,4
15,2016,20,808,0,4
15,2016,21,839,0,4
15,2016,22,840,1,4
15,2016,23,828,0,4
15,2016,24,893,1,4
15,2016,25,832,0,4
15,2016,26,875,0,4
15,2016,27,923,1,4
15,2016,28,922,0,4
15,2016,29,908,0,4
15,2016,30,958,0,4
15,2016,31,793,0,4
15,2016,32,772,0,4
15,2016,33,819,0,4
15,2016,34,760,0,4
15,2016,35,755,1,4
15,2016,36,807,1,4
15,2016,37,720,0,4
15,2016,38,750,0,4
15,2016,39,726,0,4
15,2016,40,655,0,4
15,2016,41,658,1,4
15,2016,42,679,0,4
15,2016,43,667,0,4
15,2016,44,746,0,4
15,2016,45,758,1,4
15,2016,46,693,0,4
15,2016,47,698,1,4
15,2016,48,581,0,4
15,2016,49,518,0,4
15,2016,50,541,0,4
15,2016,51,551,1,4
15,2016,52,438,1,4
15,2016,53,239,1,4
15,2017,1,491,0,4
15,2017,2,483,0,4
15,2017,3,492,1,4
15,2017,4,473,0,4
15,2017,5,527,0,4
15,2017,6,539,0,4
15,2017,7,561,1,4
15,2017,8,546,1,4
15,2017,9,657,0,4
15,2017,10,704,0,4
15,2017,11,673,0,4
15,2017,12,651,0,4
15,2017,13,694,0,4
15,2017,14,791,0,4
15,2017,15,796,1,4
15,2017,16,698,0,4
15,2017,17,749,0,4
15,2017,18,828,0,4
15,2017,19,798,0,4
15,2017,20,798,0,4
15,2017,21,780,0,4
15,2017,22,841,1,4
15,2017,23,840,0,4
15,2017,24,884,0,4
15,2017,25,852,1,4
15,2017,26,913,0,4
15,2017,27,929,1,4
15,2017,28,970,0,4
15,2017,29,887,0,4
15,2017,30,953,0,4
15,2017,31,830,0,4
15,2017,32,865,0,4
15,2017,33,835,0,4
15,2017,34,867,0,4
15,2017,35,789,1,4
15,2017,36,776,1,4
15,2017,37,765,0,4
15,2017,38,766,0,4
15,2017,39,760,0,4
15,2017,40,692,0,4
15,2017,41,756,1,4
15,2017,42,748,0,4
15,2017,43,763,0,4
15,2017,44,788,0,4
15,2017,45,777,1,4
15,2017,46,755,0,4
15,2017,47,779,1,4
15,2017,48,687,0,4
15,2017,49,530,0,4
15,2017,50,611,0,4
15,2017,51,540,1,4
15,2017,52,624,1,4
16,2013,1,124,1,4
16,2013,2,94,0,4
16,2013,3,97,0,4
16,2013,4,85,1,4
16,2013,5,119,0,4
16,2013,6,131,0,4
16,2013,7,130,1,4
16,2013,8,138,1,4
16,2013,9,123,0,4
16,2013,10,132,0,4
16,2013,11,132,0,4
16,2013,12,137,0,4
16,2013,13,130,1,4
16,2013,14,145,0,4
16,2013,15,182,0,4
16,2013,16,180,0,4
16,2013,17,181,0,4
16,2013,18,168,1,4
16,2013,19,171,0,4
16,2013,20,186,0,4
16,2013,21,180,0,4
16,2013,22,173,1,4
16,2013,23,189,0,4
16,2013,24,202,0,4
16,2013,25,202,1,4
16,2013,26,201,0,4
16,2013,27,215,1,4
16,2013,28,201,0,4
16,2013,29,225,0,4
16,2013,30,206,0,4
16,2013,31,183,0,4
16,2013,32,192,0,4
16,2013,33,188,0,4
16,2013,34,150,0,4
16,2013,35,179,1,4
16,2013,36,165,1,4
16,2013,37,175,0,4
16,2013,38,163,0,4
16,2013,39,153,0,4
16,2013,40,165,0,4
16,2013,41,153,0,4
16,2013,42,168,1,4
16,2013,43,155,0,4
16,2013,44,166,0,4
16,2013,45,152,0,4
16,2013,46,184,1,4
16,2013,47,160,0,4
16,2013,48,164,1,4
16,2013,49,112,0,4
16,2013,50,113,0,4
16,2013,51,117,0,4
16,2013,52,124,1,4
16,2014,1,143,1,4
16,2014,2,104,0,4
16,2014,3,126,0,4
16,2014,4,133,1,4
16,2014,5,122,0,4
16,2014,6,158,0,4
16,2014,7,121,1,4
16,2014,8,133,1,4
16,2014,9,147,0,4
16,2014,10,200,0,4
16,2014,11,158,0,4
16,2014,12,180,0,4
16,2014,13,165,0,4
16,2014,14,198,0,4
16,2014,15,194,0,4
16,2014,16,190,1,4
16,2014,17,217,0,4
16,2014,18,221,0,4
16,2014,19,215,0,4
16,2014,20,223,0,4
16,2014,21,166,0,4
16,2014,22,203,1,4
16,2014,23,213,0,4
16,2014,24,220,0,4
16,2014,25,231,1,4
16,2014,26,238,0,4
16,2014,27,240,1,4
16,2014,28,181,0,4
16,2014,29,213,0,4
16,2014,30,220,0,4
16,2014,31,195,0,4
16,2014,32,218,0,4
16,2014,33,215,0,4
16,2014,34,205,0,4
16,2014,35,193,1,4
16,2014,36,197,1,4
16,2014,37,179,0,4
16,2014,38,177,0,4
16,2014,39,181,0,4
16,2014,40,177,0,4
16,2014,41,177,0,4
16,2014,42,156,1,4
16,2014,43,176,0,4
16,2014,44,187,0,4
16,2014,45,195,0,4
16,2014,46,210,1,4
16,2014,47,204,0,4
16,2014,48,203,1,4
16,2014,49,141,0,4
16,2014,50,150,0,4
16,2014,51,155,0,4
16,2014,52,133,1,4
16,2015,1,76,1,4
16,2015,2,118,0,4
16,2015,3,143,0,4
16,2015,4,118,1,4
16,2015,5,139,0,4
16,2015,6,145,0,4
16,2015,7,144,1,4
16,2015,8,122,1,4
16,2015,9,142,0,4
16,2015,10,183,0,4
16,2015,11,171,0,4
16,2015,12,157,0,4
16,2015,13,192,0,4
16,2015,14,190,1,4
16,2015,15,220,1,4
16,2015,16,218,0,4
16,2015,17,202,0,4
16,2015,18,194,0,4
16,2015,19,192,0,4
16,2015,20,213,0,4
16,2015,21,220,0,4
16,2015,22,215,1,4
16,2015,23,238,0,4
16,2015,24,248,0,4
16,2015,25,238,1,4
16,2015,26,220,0,4
16,2015,27,247,1,4
16,2015,28,244,0,4
16,2015,29,259,0,4
16,2015,30,274,0,4
16,2015,31,244,0,4
16,2015,32,200,0,4
16,2015,33,220,0,4
16,2015,34,212,0,4
16,2015,35,195,0,4
16,2015,36,234,1,4
16,2015,37,189,1,4
16,2015,38,173,0,4
16,2015,39,229,0,4
16,2015,40,192,0,4
16,2015,41,179,0,4
16,2015,42,179,1,4
16,2015,43,215,0,4
16,2015,44,198,0,4
16,2015,45,213,0,4
16,2015,46,219,1,4
16,2015,47,207,0,4
16,2015,48,189,1,4
16,2015,49,155,0,4
16,2015,50,132,0,4
16,2015,51,155,0,4
16,2015,52,152,1,4
16,2015,53,77,1,4
16,2016,1,131,0,4
16,2016,2,123,0,4
16,2016,3,148,1,4
16,2016,4,146,0,4
16,2016,5,137,0,4
16,2016,6,142,1,4
16,2016,7,143,1,4
16,2016,8,149,0,4
16,2016,9,197,0,4
16,2016,10,202,0,4
16,2016,11,183,0,4
16,2016,12,170,1,4
16,2016,13,218,0,4
16,2016,14,197,0,4
16,2016,15,221,0,4
16,2016,16,203,0,4
16,2016,17,226,1,4
16,2016,18,238,0,4
16,2016,19,244,0,4
16,2016,20,244,0,4
16,2016,21,230,0,4
16,2016,22,232,1,4
16,2016,23,230,0,4
16,2016,24,234,1,4
16,2016,25,255,0,4
16,2016,26,244,0,4
16,2016,27,247,1,4
16,2016,28,287,0,4
16,2016,29,252,0,4
16,2016,30,272,0,4
16,2016,31,230,0,4
16,2016,32,244,0,4
16,2016,33,226,0,4
16,2016,34,220,0,4
16,2016,35,206,1,4
16,2016,36,213,1,4
16,2016,37,228,0,4
16,2016,38,236,0,4
16,2016,39,213,0,4
16,2016,40,190,0,4
16,2016,41,193,1,4
16,2016,42,201,0,4
16,2016,43,193,0,4
16,2016,44,189,0,4
16,2016,45,221,1,4
16,2016,46,229,0,4
16,2016,47,213,1,4
16,2016,48,169,0,4
16,2016,49,141,0,4
16,2016,50,171,0,4
16,2016,51,168,1,4
16,2016,52,124,1,4
16,2016,53,55,1,4
16,2017,1,143,0,4
16,2017,2,136,0,4
16,2017,3,163,1,4
16,2017,4,146,0,4
16,2017,5,156,0,4
16,2017,6,158,0,4
16,2017,7,176,1,4
16,2017,8,159,1,4
16,2017,9,189,0,4
16,2017,10,195,0,4
16,2017,11,237,0,4
16,2017,12,207,0,4
16,2017,13,208,0,4
16,2017,14,210,0,4
16,2017,15,247,1,4
16,2017,16,205,0,4
16,2017,17,230,0,4
16,2017,18,250,0,4
16,2017,19,238,0,4
16,2017,20,259,0,4
16,2017,21,257,0,4
16,2017,22,254,1,4
16,2017,23,250,0,4
16,2017,24,269,0,4
16,2017,25,238,1,4
16,2017,26,262,0,4
16,2017,27,277,1,4
16,2017,28,288,0,4
16,2017,29,266,0,4
16,2017,30,281,0,4
16,2017,31,242,0,4
16,2017,32,241,0,4
16,2017,33,233,0,4
16,2017,34,251,0,4
16,2017,35,233,1,4
16,2017,36,207,1,4
16,2017,37,232,0,4
16,2017,38,222,0,4
16,2017,39,244,0,4
16,2017,40,201,0,4
16,2017,41,193,1,4
16,2017,42,204,0,4
16,2017,43,223,0,4
16,2017,44,221,0,4
16,2017,45,199,1,4
16,2017,46,224,0,4
16,2017,47,238,1,4
16,2017,48,211,0,4
16,2017,49,163,0,4
16,2017,50,161,0,4
16,2017,51,143,1,4
16,2017,52,170,1,4
17,2013,1,144,1,4
17,2013,2,131,0,4
17,2013,3,135,0,4
17,2013,4,136,1,4
17,2013,5,132,0,4
17,2013,6,122,0,4
17,2013,7,175,1,4
17,2013,8,154,1,4
17,2013,9,163,0,4
17,2013,10,171,0,4
17,2013,11,194,0,4
17,2013,12,188,0,4
17,2013,13,184,1,4
17,2013,14,214,0,4
17,2013,15,216,0,4
17,2013,16,221,0,4
17,2013,17,210,0,4
17,2013,18,226,1,4
17,2013,19,266,0,4
17,2013,20,216,0,4
17,2013,21,227,0,4
17,2013,22,220,1,4
17,2013,23,244,0,4
17,2013,24,250,0,4
17,2013,25,279,1,4
17,2013,26,236,0,4
17,2013,27,238,1,4
17,2013,28,255,0,4
17,2013,29,268,0,4
17,2013,30,256,0,4
17,2013,31,248,0,4
17,2013,32,231,0,4
17,2013,33,230,0,4
17,2013,34,235,0,4
17,2013,35,257,1,4
17,2013,36,213,1,4
17,2013,37,227,0,4
17,2013,38,207,0,4
17,2013,39,200,0,4
17,2013,40,197,0,4
17,2013,41,202,0,4
17,2013,42,196,1,4
17,2013,43,200,0,4
17,2013,44,196,0,4
17,2013,45,183,0,4
17,2013,46,203,1,4
17,2013,47,215,0,4
17,2013,48,198,1,4
17,2013,49,146,0,4
17,2013,50,146,0,4
17,2013,51,131,0,4
17,2013,52,138,1,4
17,2014,1,207,1,4
17,2014,2,168,0,4
17,2014,3,159,0,4
17,2014,4,147,1,4
17,2014,5,188,0,4
17,2014,6,185,0,4
17,2014,7,152,1,4
17,2014,8,180,1,4
17,2014,9,177,0,4
17,2014,10,205,0,4
17,2014,11,210,0,4
17,2014,12,228,0,4
17,2014,13,181,0,4
17,2014,14,234,0,4
17,2014,15,256,0,4
17,2014,16,245,1,4
17,2014,17,245,0,4
17,2014,18,263,0,4
17,2014,19,254,0,4
17,2014,20,274,0,4
17,2014,21,263,0,4
17,2014,22,262,1,4
17,2014,23,268,0,4
17,2014,24,291,0,4
17,2014,25,303,1,4
17,2014,26,282,0,4
17,2014,27,317,1,4
17,2014,28,313,0,4
17,2014,29,269,0,4
17,2014,30,333,0,4
17,2014,31,285,0,4
17,2014,32,287,0,4
17,2014,33,264,0,4
17,2014,34,281,0,4
17,2014,35,257,1,4
17,2014,36,263,1,4
17,2014,37,245,0,4
17,2014,38,255,0,4
17,2014,39,285,0,4
17,2014,40,220,0,4
17,2014,41,217,0,4
17,2014,42,214,1,4
17,2014,43,229,0,4
17,2014,44,191,0,4
17,2014,45,238,0,4
17,2014,46,240,1,4
17,2014,47,227,0,4
17,2014,48,235,1,4
17,2014,49,162,0,4
17,2014,50,180,0,4
17,2014,51,157,0,4
17,2014,52,184,1,4
17,2015,1,84,1,4
17,2015,2,151,0,4
17,2015,3,164,0,4
17,2015,4,168,1,4
17,2015,5,170,0,4
17,2015,6,162,0,4
17,2015,7,183,1,4
17,2015,8,192,1,4
17,2015,9,188,0,4
17,2015,10,227,0,4
17,2015,11,233,0,4
17,2015,12,219,0,4
17,2015,13,198,0,4
17,2015,14,248,1,4
17,2015,15,269,1,4
17,2015,16,272,0,4
17,2015,17,252,0,4
17,2015,18,289,0,4
17,2015,19,255,0,4
17,2015,20,241,0,4
17,2015,21,287,0,4
17,2015,22,249,1,4
17,2015,23,287,0,4
17,2015,24,303,0,4
17,2015,25,304,1,4
17,2015,26,276,0,4
17,2015,27,312,1,4
17,2015,28,341,0,4
17,2015,29,345,0,4
17,2015,30,312,0,4
17,2015,31,296,0,4
17,2015,32,299,0,4
17,2015,33,284,0,4
17,2015,34,249,0,4
17,2015,35,260,0,4
17,2015,36,259,1,4
17,2015,37,256,1,4
17,2015,38,260,0,4
17,2015,39,216,0,4
17,2015,40,249,0,4
17,2015,41,243,0,4
17,2015,42,232,1,4
17,2015,43,237,0,4
17,2015,44,255,0,4
17,2015,45,274,0,4
17,2015,46,232,1,4
17,2015,47,264,0,4
17,2015,48,270,1,4
17,2015,49,166,0,4
17,2015,50,185,0,4
17,2015,51,165,0,4
17,2015,52,199,1,4
17,2015,53,92,1,4
17,2016,1,195,0,4
17,2016,2,187,0,4
17,2016,3,185,1,4
17,2016,4,189,0,4
17,2016,5,211,0,4
17,2016,6,186,1,4
17,2016,7,194,1,4
17,2016,8,170,0,4
17,2016,9,234,0,4
17,2016,10,241,0,4
17,2016,11,206,0,4
17,2016,12,225,1,4
17,2016,13,235,0,4
17,2016,14,242,0,4
17,2016,15,293,0,4
17,2016,16,255,0,4
17,2016,17,273,1,4
17,2016,18,343,0,4
17,2016,19,287,0,4
17,2016,20,306,0,4
17,2016,21,275,0,4
17,2016,22,316,1,4
17,2016,23,332,0,4
17,2016,24,296,1,4
17,2016,25,325,0,4
17,2016,26,323,0,4
17,2016,27,347,1,4
17,2016,28,323,0,4
17,2016,29,349,0,4
17,2016,30,378,0,4
17,2016,31,299,0,4
17,2016,32,305,0,4
17,2016,33,309,0,4
17,2016,34,308,0,4
17,2016,35,305,1,4
17,2016,36,299,1,4
17,2016,37,284,0,4
17,2016,38,285,0,4
17,2016,39,271,0,4
17,2016,40,259,0,4
17,2016,41,263,1,4
17,2016,42,242,0,4
17,2016,43,266,0,4
17,2016,44,275,0,4
17,2016,45,258,1,4
17,2016,46,276,0,4
17,2016,47,252,1,4
17,2016,48,210,0,4
17,2016,49,186,0,4
17,2016,50,207,0,4
17,2016,51,197,1,4
17,2016,52,166,1,4
17,2016,53,69,1,4
17,2017,1,198,0,4
17,2017,2,193,0,4
17,2017,3,182,1,4
17,2017,4,177,0,4
17,2017,5,200,0,4
17,2017,6,218,0,4
17,2017,7,190,1,4
17,2017,8,212,1,4
17,2017,9,222,0,4
17,2017,10,256,0,4
17,2017,11,235,0,4
17,2017,12,268,0,4
17,2017,13,262,0,4
17,2017,14,273,0,4
17,2017,15,273,1,4
17,2017,16,284,0,4
17,2017,17,294,0,4
17,2017,18,320,0,4
17,2017,19,324,0,4
17,2017,20,319,0,4
17,2017,21,302,0,4
17,2017,22,288,1,4
17,2017,23,318,0,4
17,2017,24,323,0,4
17,2017,25,307,1,4
17,2017,26,345,0,4
17,2017,27,336,1,4
17,2017,28,319,0,4
17,2017,29,344,0,4
17,2017,30,326,0,4
17,2017,31,358,0,4
17,2017,32,291,0,4
17,2017,33,319,0,4
17,2017,34,310,0,4
17,2017,35,310,1,4
17,2017,36,298,1,4
17,2017,37,282,0,4
17,2017,38,331,0,4
17,2017,39,308,0,4
17,2017,40,263,0,4
17,2017,41,253,1,4
17,2017,42,263,0,4
17,2017,43,260,0,4
17,2017,44,279,0,4
17,2017,45,263,1,4
17,2017,46,262,0,4
17,2017,47,285,1,4
17,2017,48,249,0,4
17,2017,49,208,0,4
17,2017,50,219,0,4
17,2017,51,184,1,4
17,2017,52,209,1,4
18,2013,1,411,1,4
18,2013,2,321,0,4
18,2013,3,391,0,4
18,2013,4,348,1,4
18,2013,5,353,0,4
18,2013,6,400,0,4
18,2013,7,387,1,4
18,2013,8,430,1,4
18,2013,9,391,0,4
18,2013,10,428,0,4
18,2013,11,442,0,4
18,2013,12,496,0,4
18,2013,13,478,1,4
18,2013,14,546,0,4
18,2013,15,541,0,4
18,2013,16,560,0,4
18,2013,17,590,0,4
18,2013,18,548,1,4
18,2013,19,612,0,4
18,2013,20,602,0,4
18,2013,21,590,0,4
18,2013,22,602,1,4
18,2013,23,572,0,4
18,2013,24,620,0,4
18,2013,25,645,1,4
18,2013,26,651,0,4
18,2013,27,681,1,4
18,2013,28,669,0,4
18,2013,29,692,0,4
18,2013,30,665,0,4
18,2013,31,614,0,4
18,2013,32,581,0,4
18,2013,33,570,0,4
18,2013,34,621,0,4
18,2013,35,586,1,4
18,2013,36,525,1,4
18,2013,37,534,0,4
18,2013,38,559,0,4
18,2013,39,552,0,4
18,2013,40,496,0,4
18,2013,41,487,0,4
18,2013,42,491,1,4
18,2013,43,523,0,4
18,2013,44,522,0,4
18,2013,45,517,0,4
18,2013,46,550,1,4
18,2013,47,506,0,4
18,2013,48,487,1,4
18,2013,49,386,0,4
18,2013,50,369,0,4
18,2013,51,393,0,4
18,2013,52,386,1,4
18,2014,1,494,1,4
18,2014,2,410,0,4
18,2014,3,405,0,4
18,2014,4,410,1,4
18,2014,5,426,0,4
18,2014,6,439,0,4
18,2014,7,457,1,4
18,2014,8,438,1,4
18,2014,9,439,0,4
18,2014,10,562,0,4
18,2014,11,525,0,4
18,2014,12,528,0,4
18,2014,13,548,0,4
18,2014,14,594,0,4
18,2014,15,636,0,4
18,2014,16,632,1,4
18,2014,17,609,0,4
18,2014,18,642,0,4
18,2014,19,665,0,4
18,2014,20,704,0,4
18,2014,21,670,0,4
18,2014,22,665,1,4
18,2014,23,750,0,4
18,2014,24,698,0,4
18,2014,25,728,1,4
18,2014,26,665,0,4
18,2014,27,724,1,4
18,2014,28,773,0,4
18,2014,29,739,0,4
18,2014,30,826,0,4
18,2014,31,723,0,4
18,2014,32,674,0,4
18,2014,33,667,0,4
18,2014,34,651,0,4
18,2014,35,691,1,4
18,2014,36,616,1,4
18,2014,37,657,0,4
18,2014,38,639,0,4
18,2014,39,620,0,4
18,2014,40,569,0,4
18,2014,41,559,0,4
18,2014,42,557,1,4
18,2014,43,582,0,4
18,2014,44,606,0,4
18,2014,45,628,0,4
18,2014,46,619,1,4
18,2014,47,626,0,4
18,2014,48,635,1,4
18,2014,49,455,0,4
18,2014,50,464,0,4
18,2014,51,447,0,4
18,2014,52,454,1,4
18,2015,1,244,1,4
18,2015,2,397,0,4
18,2015,3,411,0,4
18,2015,4,422,1,4
18,2015,5,405,0,4
18,2015,6,510,0,4
18,2015,7,498,1,4
18,2015,8,501,1,4
18,2015,9,473,0,4
18,2015,10,566,0,4
18,2015,11,574,0,4
18,2015,12,558,0,4
18,2015,13,556,0,4
18,2015,14,585,1,4
18,2015,15,633,1,4
18,2015,16,629,0,4
18,2015,17,667,0,4
18,2015,18,709,0,4
18,2015,19,769,0,4
18,2015,20,662,0,4
18,2015,21,719,0,4
18,2015,22,666,1,4
18,2015,23,746,0,4
18,2015,24,783,0,4
18,2015,25,717,1,4
18,2015,26,745,0,4
18,2015,27,809,1,4
18,2015,28,752,0,4
18,2015,29,772,0,4
18,2015,30,778,0,4
18,2015,31,748,0,4
18,2015,32,727,0,4
18,2015,33,689,0,4
18,2015,34,702,0,4
18,2015,35,660,0,4
18,2015,36,665,1,4
18,2015,37,639,1,4
18,2015,38,592,0,4
18,2015,39,628,0,4
18,2015,40,602,0,4
18,2015,41,608,0,4
18,2015,42,599,1,4
18,2015,43,632,0,4
18,2015,44,643,0,4
18,2015,45,656,0,4
18,2015,46,679,1,4
18,2015,47,682,0,4
18,2015,48,655,1,4
18,2015,49,513,0,4
18,2015,50,462,0,4
18,2015,51,504,0,4
18,2015,52,441,1,4
18,2015,53,246,1,4
18,2016,1,454,0,4
18,2016,2,463,0,4
18,2016,3,469,1,4
18,2016,4,451,0,4
18,2016,5,491,0,4
18,2016,6,508,1,4
18,2016,7,517,1,4
18,2016,8,516,0,4
18,2016,9,556,0,4
18,2016,10,623,0,4
18,2016,11,573,0,4
18,2016,12,604,1,4
18,2016,13,631,0,4
18,2016,14,705,0,4
18,2016,15,713,0,4
18,2016,16,748,0,4
18,2016,17,697,1,4
18,2016,18,754,0,4
18,2016,19,743,0,4
18,2016,20,748,0,4
18,2016,21,782,0,4
18,2016,22,743,1,4
18,2016,23,752,0,4
18,2016,24,759,1,4
18,2016,25,815,0,4
18,2016,26,896,0,4
18,2016,27,844,1,4
18,2016,28,843,0,4
18,2016,29,857,0,4
18,2016,30,884,0,4
18,2016,31,732,0,4
18,2016,32,766,0,4
18,2016,33,802,0,4
18,2016,34,768,0,4
18,2016,35,728,1,4
18,2016,36,675,1,4
18,2016,37,707,0,4
18,2016,38,674,0,4
18,2016,39,674,0,4
18,2016,40,683,0,4
18,2016,41,627,1,4
18,2016,42,683,0,4
18,2016,43,674,0,4
18,2016,44,723,0,4
18,2016,45,694,1,4
18,2016,46,735,0,4
18,2016,47,754,1,4
18,2016,48,565,0,4
18,2016,49,546,0,4
18,2016,50,505,0,4
18,2016,51,527,1,4
18,2016,52,448,1,4
18,2016,53,226,1,4
18,2017,1,538,0,4
18,2017,2,470,0,4
18,2017,3,453,1,4
18,2017,4,468,0,4
18,2017,5,509,0,4
18,2017,6,540,0,4
18,2017,7,488,1,4
18,2017,8,518,1,4
18,2017,9,590,0,4
18,2017,10,593,0,4
18,2017,11,636,0,4
18,2017,12,621,0,4
18,2017,13,671,0,4
18,2017,14,756,0,4
18,2017,15,669,1,4
18,2017,16,822,0,4
18,2017,17,738,0,4
18,2017,18,811,0,4
18,2017,19,769,0,4
18,2017,20,789,0,4
18,2017,21,810,0,4
18,2017,22,825,1,4
18,2017,23,830,0,4
18,2017,24,890,0,4
18,2017,25,860,1,4
18,2017,26,890,0,4
18,2017,27,844,1,4
18,2017,28,899,0,4
18,2017,29,900,0,4
18,2017,30,899,0,4
